queue_id,system,signal,updated_by,confidence,comment
Q57-3-1,outside_counsel_conflicts,signal-1,calendar,low,"context fragment; not a standalone decision"
Q57-3-2,signature_authority_context,signal-2,mobile,medium,"context fragment; not a standalone decision"
Q57-3-3,signature_authority_context,signal-3,calendar,ambiguous,"context fragment; not a standalone decision"
Q57-3-4,court_runner_fragments,signal-4,calendar,high-but-stale,"context fragment; not a standalone decision"
Q57-3-5,signature_authority_context,signal-5,desk,low,"context fragment; not a standalone decision"
Q57-3-6,opposing_counsel_mail,signal-6,mailbox,low,"context fragment; not a standalone decision"
Q57-3-7,signature_authority_context,signal-7,mailbox,medium,"context fragment; not a standalone decision"
Q57-3-8,client_instruction_log,signal-8,calendar,high-but-stale,"context fragment; not a standalone decision"
Q57-3-9,opposing_counsel_mail,signal-9,calendar,ambiguous,"context fragment; not a standalone decision"
Q57-3-10,opposing_counsel_mail,signal-10,runner,ambiguous,"context fragment; not a standalone decision"
Q57-3-11,court_runner_fragments,signal-11,mobile,ambiguous,"context fragment; not a standalone decision"
Q57-3-12,client_instruction_log,signal-12,mailbox,medium,"context fragment; not a standalone decision"
Q57-3-13,signature_authority_context,signal-13,mobile,high-but-stale,"context fragment; not a standalone decision"
Q57-3-14,client_instruction_log,signal-14,desk,high-but-stale,"context fragment; not a standalone decision"
Q57-3-15,outside_counsel_conflicts,signal-15,desk,high-but-stale,"context fragment; not a standalone decision"
Q57-3-16,outside_counsel_conflicts,signal-16,calendar,ambiguous,"context fragment; not a standalone decision"
Q57-3-17,court_runner_fragments,signal-17,runner,ambiguous,"context fragment; not a standalone decision"
